"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad21cd","transactionid","id","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
5245.82164206417,2012,2012-11-02,"F","L",430000,"E1 7JJ","E09000001","{DEC64600-48CF-4E61-8932-70641CEBCA58}","18435293",81.97,3,11,59,70,"England and Wales: 1996-2002"
4648.93617021277,2001,2001-08-09,"F","L",218500,"E1 7JJ","E09000001","{E80ABAC1-5E50-47D0-94E9-64C717F6FD90}","18435747",47,3,11,67,85,"England and Wales: 1900-1929"
10903.6144578313,2015,2015-07-16,"F","L",905000,"E1 7JJ","E09000001","{0B0700F2-C174-4E65-A756-84077A094560}","18436467",83,3,12,70,70,"England and Wales: 1996-2002"
2676.76767676768,1999,1999-02-26,"F","L",265000,"E1 7JJ","E09000001","{F2C57B65-3097-468A-8A87-EBDCE1BBF6B9}","18437725",99,3,11,65,67,"England and Wales: 1983-1990"
4268.29268292683,2002,2002-05-27,"F","L",350000,"E1 7JJ","E09000001","{365549E6-6C73-48E8-AE4B-D0B78C09594C}","18436998",82,3,12,27,41,"England and Wales: before 1900"
5481.92771084337,2011,2011-08-18,"F","L",455000,"E1 7JJ","E09000001","{F5431765-B62D-4330-9897-BC518FDC1E9D}","18436467",83,3,12,70,70,"England and Wales: 1996-2002"
2469.87951807229,1999,1999-02-03,"F","L",205000,"E1 7JJ","E09000001","{C84BAA95-85DC-49C9-BB7A-B8D38677C554}","18436467",83,3,12,70,70,"England and Wales: 1996-2002"
3025.02050861362,2001,2001-07-24,"F","L",147500,"E1 7JJ","E09000001","{9DAFEFCE-66CB-4CB2-8318-EDEF9F148B26}","18436572",48.76,1,12,20,65,"England and Wales: 1950-1966"
4187.5,2006,2006-10-13,"F","L",335000,"E1 7JJ","E09000001","{6C606E4B-1E57-44C6-A374-E28A7D4BA743}","18438797",80,3,11,80,88,"England and Wales: 1900-1929"
3191.48936170213,1998,1998-12-22,"F","L",150000,"E1 7JJ","E09000001","{3A2A481E-08FB-4575-B1F1-C1A6D7F81E72}","18435747",47,3,11,67,85,"England and Wales: 1900-1929"
3600,2001,2001-07-27,"F","L",288000,"E1 7JJ","E09000001","{2532DB51-DD10-46F8-A31D-E22613681612}","18438797",80,3,11,80,88,"England and Wales: 1900-1929"
9595.9595959596,2015,2015-08-05,"F","L",950000,"E1 7JJ","E09000001","{16B2D1A3-215F-43F0-8BB6-BDC9102C2087}","18437725",99,3,11,65,67,"England and Wales: 1983-1990"
9368.42105263158,2021,2021-03-16,"F","L",712000,"E1 7JJ","E09000001","{C6209F5F-9807-295E-E053-6C04A8C0DDCC}","18439625",76,4,12,78,85,"England and Wales: 2007-2011"
4192.47787610619,2001,2001-07-30,"F","L",189500,"E1 7JJ","E09000001","{4D9D466B-4623-45ED-A26C-1B584C89E78D}","18438453",45.2,2,12,54,56,"England and Wales: before 1900"
